,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
238,Open source software (OSS) communities are often able to produce high quality software comparable to proprietary software.,1,0,0,0,0,0
239,"The success of an open source software development (OSSD) community is often attributed to the underlying governance model, and a key component of these models is the decision-making (DM) process.",1,0,0,0,0,0
240,"While there have been studies on the decision-making processes publicized by OSS communities (e.g., through published process diagrams), little has been done to study decision-making processes that can be extracted using a bottom-up, data-driven approach, which can then be used to assess whether the publicized processes conform to the extracted processes.",1,0,0,0,0,0
241,"To bridge this gap, we undertook a large-scale data-driven study to understand how decisions are made in an OSSD community, using the case study of Python Enhancement Proposals (PEPs), which embody decisions made during the evolution of the Python language.",0,0,0,1,0,0
242,"Our main contributions are:

(a) the design and development of a framework using information retrieval and natural language processing techniques to analyze the Python email archives (comprising 1.48 million emails), and

(b) the extraction of decision-making processes that reveal activities that are neither explicitly mentioned in documentation published by the Python community nor identified in prior research work.",0,1,0,0,0,0
243,Our results provide insights into the actual decision-making process employed by the Python community.,0,0,0,0,0,1
244,"There is a rapidly increasing amount of Artificial Intelligence (AI) systems developed in recent years, with much expectation on its capacity of innovation and business value generation.",1,0,0,0,0,0
245,"However, the promised value of AI systems in specific business contexts might not be understood, and further integrated into the development processes.",1,0,0,0,0,0
246,"We wanted to understand how software engineering processes and practices can be applied to develop AI systems in a fast-faced, business-driven manner.",0,1,1,0,0,0
247,"As the first step, we explored contextual factors of AI development and the connections between AI developments to business opportunities.",0,0,1,0,0,0
248,"We conducted 12 semi-structured interviews in seven companies in Brazil, Norway and Southeast Asia.",0,0,0,1,0,0
249,Our investigation revealed different types of AI systems and different AI development approaches.,0,0,1,0,0,0
250,"However, it is common that business opportunities involving with AI systems are not validated and there is lack of business-driven metrics that guide the development of AI systems.",1,0,0,0,0,0
251,The findings have implications for future research on business-driven AI development and supporting tools and practices.,0,0,0,0,1,0
252,Expanding abbreviations in source code to their full meanings is very useful for software maintainers to comprehend the source code.,1,0,0,0,0,0
253,"The existing approaches, however, focus on expanding an abbreviation to a single word, i.e., unigram.",1,0,0,0,0,0
254,They do not perform well when dealing with abbreviations of phrases that consist of multiple unigrams.,1,0,0,0,0,0
255,This paper proposes a bigram-based approach for retrieving abbreviated phrases automatically.,0,1,0,0,0,0
256,Key to this approach is a bigram-based inference model for choosing the best phrase from all candidates.,0,0,1,0,0,0
257,It utilizes the statistical properties of unigrams and bigrams as prior knowledge and a bigram language model for estimating the likelihood of each candidate phrase of a given abbreviation.,0,0,1,0,0,0
258,"We have applied the bigram-based approach to 100 phrase abbreviations, randomly selected from eight open source projects.",0,0,0,1,0,0
259,The experiment results show that it has correctly retrieved 78% of the abbreviations by using the unigram and bigram properties of a source code repository.,0,0,0,0,1,0
260,This is 9% more accurate than the unigram-based approach and much better than other existing approaches.,0,0,0,0,1,0
261,The bigram-based approach is also less biased towards specific phrase sizes than the unigram-based approach.,0,0,0,0,1,0
262,Background: Machine Learning (ML) has been widely used as a powerful tool to support Software Engineering (SE).,1,0,0,0,0,0
263,The fundamental assumptions of data characteristics required for specific ML methods have to be carefully considered prior to their applications in SE.,1,0,0,0,0,0
264,"Within the context of Continuous Integration (CI) and Continuous Deployment (CD) practices, there are two vital characteristics of data prone to be violated in SE research.",0,0,1,0,0,0
265,"First, the logs generated during CI/CD for training are imbalanced data, which is contrary to the principles of common balanced classifiers; second, these logs are also time-series data, which violates the assumption of cross-validation.",0,0,1,0,0,0
266,Objective: We aim to systematically study the two data characteristics and further provide a comprehensive evaluation for predictive CI/CD with the data from real projects.,0,1,0,1,0,0
267,Method: We conduct an experimental study that evaluates 67 CI/CD predictive models using both cross-validation and time-series-validation.,0,0,0,1,0,0
268,"Results: Our evaluation shows that cross-validation makes the evaluation of the models optimistic in most cases, there are a few counter-examples as well.",0,0,0,0,1,0
