,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
238,"Modelling is a fundamental activity in software engineering, which is often performed in collaboration.",1,0,0,0,0,0
239,"For this purpose, on-line tools running on the cloud are frequently used.",1,0,0,0,0,0
240,"However, recent advances in Natural Language Processing have fostered the emergence of chatbots, which are increasingly used for all sorts of software engineering tasks, including modelling.",1,0,0,0,0,0
241,"To evaluate to what extent chatbots are suitable for collaborative modelling, we conducted an experimental study with 54 participants, to evaluate the usability of a modelling chatbot called SOCIO, comparing it with the on-line tool Creately.",0,1,1,1,0,0
242,We employed a within-subjects cross-over design of 2 sequences and 2 periods.,0,0,0,1,0,0
243,"Usability was determined by attributes of efficiency, effectiveness, satisfaction and quality of the results.",0,0,0,1,0,0
244,We found that SOCIO saved time and reduced communication effort over Creately.,0,0,0,0,1,0
245,"SOCIO satisfied users to a greater extent than Creately, while in effectiveness results were similar.",0,0,0,0,1,0
246,"With respect to diagram quality, SOCIO outperformed Creately in terms of precision, while solutions with Creately had better recall and perceived success.",0,0,0,0,1,0
247,"However, in terms of accuracy and error scores, both tools were similar.",0,0,0,0,0,1
248,"We present SAVER, a new memory-error repair technique for C programs.",1,0,0,0,0,0
249,"Memory errors such as memory leak, double-free, and use-after-free are highly prevalent and fixing them requires significant effort.",1,0,0,0,0,0
250,Automated program repair techniques hold the promise of reducing this burden but the state-of-the-art is still unsatisfactory.,1,0,0,0,0,0
251,"In particular, no existing techniques are able to fix those errors in a scalable, precise, and safe way, all of which are required for a truly practical tool.",1,0,0,0,0,0
252,SAVER aims to address these shortcomings.,0,1,0,0,0,0
253,"To this end, we propose a method based on a novel representation of the program called object flow graph, which summarizes the program's heap-related behavior using static analysis.",0,0,1,0,0,0
254,We show that fixing memory errors can be formulated as a graph labeling problem over object flow graph and present an efficient algorithm.,0,0,1,0,0,0
255,"We evaluated SAVER in combination with Infer, an industrial-strength static bug-finder, and show that 74% of the reported errors can be fixed automatically for a range of open-source C programs.",0,0,0,1,1,0
256,Rust is a promising systems programming language that embraces both high-level memory safety and low-level resource manipulation.,1,0,0,0,0,0
257,"However, the dark side of Rust, unsafe Rust, leaves a large security hole as it bypasses the Rust type system in order to support low-level operations.",1,0,0,0,0,0
258,"Recently, several real-world memory corruption vulnerabilities have been discovered in Rust's standard libraries.",1,0,0,0,0,0
259,"We present XRust, a new technique that mitigates the security threat of unsafe Rust by ensuring the integrity of data flow from unsafe Rust code to safe Rust code.",0,1,1,0,0,0
260,"The cornerstone of XRust is a novel heap allocator that isolates the memory of unsafe Rust from that accessed only in safe Rust, and prevents any cross-region memory corruption.",0,0,1,0,0,0
261,Our design of XRust supports both single-and multi-threaded Rust programs.,0,0,1,0,0,0
262,Our extensive experiments on real-world Rust applications and standard libraries show that XRust is both highly efficient and effective in practice.,0,0,0,1,1,0
263,"Code injection attacks, like the one used in the high-profile 2017 Equifax breach, have become increasingly common, now ranking #1 on OWASP's list of critical web application vulnerabilities.",1,0,0,0,0,0
264,Static analyses for detecting these vulnerabilities can overwhelm developers with false positive reports.,1,0,0,0,0,0
265,"Meanwhile, most dynamic analyses rely on detecting vulnerabilities as they occur in the field, which can introduce a high performance overhead in production code.",1,0,0,0,0,0
266,This paper describes a new approach for detecting injection vulnerabilities in applications by harnessing the combined power of human developers' test suites and automated dynamic analysis.,0,1,1,0,0,0
267,"Our new approach, Rivulet, monitors the execution of developer-written functional tests in order to detect information flows that may be vulnerable to attack.",0,0,1,0,0,0
268,"Then, Rivulet uses a white-box test generation technique to repurpose those functional tests to check if any vulnerable flow could be exploited.",0,0,1,0,0,0
269,"When applied to the version of Apache Struts exploited in the 2017 Equifax attack, Rivulet quickly identifies the vulnerability, leveraging only the tests that existed in Struts at that time.",0,0,0,0,1,0
270,"We compared Rivulet to the state-of-the-art static vulnerability detector Julia on benchmarks, finding that Rivulet outperformed Julia in both false positives and false negatives.",0,0,0,1,1,0
271,We also used Rivulet to detect new vulnerabilities.,0,0,0,0,1,0
