,sentence,background_motivation,research_method,aim_contribution_research_object,results_findings_summary
249,"Conclusion: Using combining network analysis with structural matching can well detect these pattern instances, and these instances are also especially important for future software refactoring.",0,0,0,1
250,Spectrum-Based Fault Localization (SBFL) follows the basic intuitions that the faulty parts are more likely to be covered by failure-revealing test cases and less likely to be covered by passed test cases.,1,0,0,0
251,"However, due to the diversity of programs and faults, many other characteristics (related to program structure, test suites, and type of faulty components) will influence the practical application of SBFL.",1,0,0,0
252,"For example, a statement can be covered by numerous failure-revealing test cases, and also covered by numerous passed test cases.",1,0,0,0
253,"To get more indicators about the faulty components towards a better application of SBFL, we extend the scope of spectrum-based knowledge from the basic intuitions to the Characteristics of Spectra Distribution (CSDs for short).",0,0,1,0
254,"That is, we explore the relationships between different types of statements and their spectra.",0,0,1,0
255,"Firstly, we introduce the concepts of Failure-Independent, Failure-Related, and Failure-Exclusionary to describe the relationships between different types of statements and their executions.",0,0,0,1
256,"Then, we propose two probabilistic models, with and without the noise of fault interference, respectively, to identify various CSDs for each type of statements.",0,0,0,1
257,"As the analysis results, we introduce a visualization technique to generalize the identified CSDs and provide an overall picture of spectra distribution and its dynamics.",0,0,0,1
258,"Finally, based on our analysis and also the observation of the program spectra of current benchmarks, we design a technique to filter the potential non-faulty statements to improve the accuracy of SBFL.",0,0,0,1
259,"Context: With the growing popularity of rapid software delivery and deployment, the methods, practices and technologies of Continuous Software Engineering (CSE) are evolving steadily.",1,0,0,0
260,"This creates the need for understanding the recent trends of the technologies, practitioners' challenges and views in this domain.",1,0,0,0
261,"Objective: In this paper, we present an empirical study aimed at exploring CSE from the practitioners' perspective by mining discussions from Q&A websites.",0,0,1,0
262,"Method: We have analyzed 12,989 questions and answers posted on Stack Overflow.",0,1,0,0
263,Topic modelling is conducted to derive the dominant topics in this domain.,0,1,0,0
264,"Further, a qualitative analysis was conducted to identify the key challenges discussed.",0,1,0,0
265,"Findings: Whilst the trend of posted questions is sharply increasing, the questions are becoming more specific to technologies and more difficult to attract answers.",0,0,0,1
266,"We identified 32 topics of discussions, among which ""Error messages in Continuous Integration/Deployment"" and ""Continuous Integration concepts"" are the most dominant.",0,0,0,1
267,We also present the most challenging areas in this domain from the practitioners' perspectives.,0,0,0,1
268,Decisions run through the whole software development and maintenance processes.,1,0,0,0
269,"Explicitly documenting these decisions helps to organize development knowledge and to reduce its vaporization, thereby controlling the development process and maintenance costs.",1,0,0,0
